idx,img_path,crop_mode,pred_valence,pred_arousal,gt_valence,gt_arousal,val_cam_upper_pct,val_cam_middle_pct,val_cam_lower_pct,aro_cam_upper_pct,aro_cam_middle_pct,aro_cam_lower_pct,panel_path
0,/Users/eciobanu/Desktop/AffectNet/332/b04c6ebb18c3f11de4bbc2ec21799cf45ed099423d716feb9c3c1cda.jpg,csv_bbox,0.521105170249939,0.8243836760520935,0.0,0.0,22.88737115501933,21.314106017164967,55.798520723605805,29.022044595225157,54.09254318025311,16.885415349736068,gradcam_out/panels/sample_000.png
1,/Users/eciobanu/Desktop/AffectNet/711/e03b00c83055f96e50af51c58687d7391234ac728cc068b5834335d9.jpg,csv_bbox,0.34518951177597046,-0.44516798853874207,0.218967,-0.533575,28.48123606858924,40.9916318140498,30.527125446294356,3.9550783967805216,96.04492030516326,0.0,gradcam_out/panels/sample_001.png
2,/Users/eciobanu/Desktop/AffectNet/845/41c732d403971d2c86169eefe003b253931e687a2fa080016cdd5d9f.png,csv_bbox,0.7448951005935669,0.23337359726428986,0.669486,0.193798,0.33487852660515477,45.06130571823474,54.603813410051,9.057919045407157,58.690149171183734,32.25192793532259,gradcam_out/panels/sample_002.png
3,/Users/eciobanu/Desktop/AffectNet/208/b572efce7d8de7e9fb284264a4f66060d427ae1f07c7299cd2573c26.jpg,csv_bbox,0.7176616191864014,0.5138443112373352,0.695322,0.252844,40.17085181022524,44.35720960580009,15.471945803390634,52.70671088294836,35.85106281759786,11.442230198871883,gradcam_out/panels/sample_003.png
4,/Users/eciobanu/Desktop/AffectNet/874/305d0d7b17481db6d2d640f3a13221d85866f17860b0c4d2eda481e4.jpg,csv_bbox,-0.4569427967071533,0.06819258630275726,-0.533662,-0.239824,67.94560354555409,10.87245238154673,21.18194571086508,2.2437909554541906,78.43714509438927,19.319056139108685,gradcam_out/panels/sample_004.png
5,/Users/eciobanu/Desktop/AffectNet/1016/dbbcaf2039be636b68010c7945cdcf46c5bdb2f117addd52825b7b16.jpg,csv_bbox,0.7561362981796265,0.28674787282943726,0.813008,0.208091,14.309054802637544,22.63435843583304,63.056582368433816,32.54709794979538,52.95089067898714,14.502003903255035,gradcam_out/panels/sample_005.png
6,/Users/eciobanu/Desktop/AffectNet/414/72d58767698efa69e0584bff0318f2d5805ff9683edce962c73aeeef.jpg,csv_bbox,-1.0,0.007174029015004635,-0.65873,0.380952,47.497583851567605,10.1285597997902,42.37385468439889,9.099307403359235,16.594200766844857,74.30649597311154,gradcam_out/panels/sample_006.png
7,/Users/eciobanu/Desktop/AffectNet/330/1229a83f9e2e476b716fea114e2bc19f6b90bf526e43e56ac233d017.jpg,csv_bbox,0.2953287363052368,-0.5131678581237793,0.888544,0.241546,10.558618251642905,27.924773843105623,61.516602378175506,4.131541830713894,22.36015629316507,73.5082980634337,gradcam_out/panels/sample_007.png
8,/Users/eciobanu/Desktop/AffectNet/737/c13bda6e2fcaca8580af2924215bd2e58c4abe91087d6705eaba47f3.JPG,csv_bbox,0.0032585114240646362,-0.061278678476810455,0.00967867,-0.21777,64.40895936969537,4.199390818518666,31.391643851530247,54.91014881775325,29.652701044188888,15.437154609422704,gradcam_out/panels/sample_008.png
9,/Users/eciobanu/Desktop/AffectNet/432/3cc2e5da858755c53108ef72ffa8c7196f933361e1abfeadd02f5d6c.jpg,csv_bbox,-0.4529187083244324,-0.1577521413564682,0.00431332,-0.00431332,64.19093247091145,23.479715058440696,12.32935048586653,31.29782982843848,62.656357121493464,6.045805433506811,gradcam_out/panels/sample_009.png
